Regiao	Produto	NroApolice	NroItem	Data	Categoria	IS	VlrPremio	QtdSinistros	VlrIndenizacao
Sicoob	431	1105431086402	1	16/01/2021	Passeio - Nacional	47.716,00	541,82	0,00	0,00
Sicoob	431	1105431086403	1	16/01/2021	Passeio - Nacional	35.663,00	210,54	0,00	0,00
Sicoob	431	1105431086404	1	16/01/2021	Passeio - Nacional	47.721,00	996,20	0,00	0,00
Sicoob	431	1105431086405	1	16/01/2021	Passeio - Nacional	53.121,00	1.627,74	0,00	0,00
Sicoob	431	1105431086406	1	16/01/2021	Passeio - Nacional	41.166,00	917,97	0,00	0,00
Sicoob	431	1105431086407	1	16/01/2021	Passeio - Nacional	86.296,00	2.679,89	0,00	0,00
Sicoob	431	1105431086408	1	16/01/2021	Pick-Up'S Pesadas (Pessoas)	73.081,00	928,31	0,00	0,00
Sicoob	431	1105431086409	1	16/01/2021	Pick-Up'S Pesadas (Pessoas)	126.308,00	2.692,89	0,00	0,00
Sicoob	431	1105431086410	1	18/01/2021	Passeio - Estrangeiro	84.382,20	1.611,41	0,00	0,00
Sicoob	431	1105431086411	1	18/01/2021	Passeio - Nacional	27.443,00	1.174,06	0,00	0,00
Sicoob	431	1105431086412	1	18/01/2021	Passeio - Nacional	41.166,00	1.620,05	0,00	0,00
Sicoob	431	1105431086413	1	18/01/2021	Passeio - Nacional	26.275,00	1.486,54	0,00	0,00
Sicoob	431	1105431086414	1	18/01/2021	Passeio - Nacional	70.242,00	1.411,23	0,00	0,00
Sicoob	431	1105431086415	1	18/01/2021	Pick-Up'S Leves - Nacional	97.876,00	1.983,62	0,00	0,00
Sicoob	431	1105431086416	1	18/01/2021	Passeio - Nacional	36.032,00	1.149,85	0,00	0,00
Sicoob	431	1105431086417	1	18/01/2021	Passeio - Nacional	39.438,00	386,45	0,00	0,00
Sicoob	431	1105431086418	1	18/01/2021	Passeio - Nacional	83.094,00	1.705,73	0,00	0,00
Sicoob	431	1105431086419	1	18/01/2021	Pick-Up'S Leves - Nacional	31.042,00	1.164,41	0,00	0,00
Sicoob	431	1105431086420	1	18/01/2021	Passeio - Nacional	41.547,00	462,53	0,00	0,00
Sicoob	431	1105431086421	1	18/01/2021	Passeio - Nacional	31.977,00	1.239,37	0,00	0,00
Sicoob	431	1105431086422	1	18/01/2021	Passeio - Nacional	23.461,00	1.798,01	0,00	0,00
Sicoob	431	1105431086423	1	18/01/2021	Passeio - Nacional	30.320,00	1.260,93	0,00	0,00
Sicoob	431	1105431086424	1	18/01/2021	Passeio - Nacional	70.283,00	1.412,45	0,00	0,00
Sicoob	431	1105431086425	1	18/01/2021	Passeio - Nacional	42.307,00	2.116,66	0,00	0,00
Sicoob	431	1105431086426	1	18/01/2021	Pick-Up'S Pesadas (Pessoas)	70.787,00	707,00	0,00	0,00
Sicoob	431	1105431086427	1	18/01/2021	Passeio - Nacional	41.275,00	1.582,86	0,00	0,00
Sicoob	431	1105431086428	1	18/01/2021	Passeio - Nacional	35.618,00	1.564,55	0,00	0,00
Sicoob	431	1105431086429	1	18/01/2021	Pick-Up'S Leves - Nacional	71.842,00	2.138,18	0,00	0,00
Sicoob	431	1105431086430	1	18/01/2021	Pick-Up'S Pesadas (Pessoas)	107.197,00	4.763,94	0,00	0,00
Sicoob	431	1105431086431	1	18/01/2021	Passeio - Nacional	29.347,00	991,38	0,00	0,00
Sicoob	431	1105431086432	1	18/01/2021	Passeio - Nacional	41.166,00	1.190,89	0,00	0,00
Sicoob	431	1105431086433	1	18/01/2021	Passeio - Nacional	46.394,00	1.785,66	0,00	0,00
Sicoob	431	1105431086434	1	18/01/2021	Passeio - Nacional	57.183,00	1.282,97	0,00	0,00
Sicoob	431	1105431086435	1	18/01/2021	Pick-Up'S Leves - Nacional	33.509,00	2.343,47	0,00	0,00
Sicoob	431	1105431086436	1	18/01/2021	Passeio - Nacional	100.349,00	4.637,34	0,00	0,00
Sicoob	431	1105431086437	1	18/01/2021	Passeio - Nacional	43.845,00	144,55	0,00	0,00
Sicoob	431	1105431086438	1	18/01/2021	Passeio - Nacional	46.995,00	1.687,34	0,00	0,00
Sicoob	431	1105431086439	1	18/01/2021	Pick-Up'S Pesadas (Pessoas)	71.342,00	1.975,27	0,00	0,00
Sicoob	431	1105431086440	1	18/01/2021	Passeio - Nacional	93.318,00	1.324,37	0,00	0,00
Sicoob	431	1105431086441	1	18/01/2021	Passeio - Nacional	71.708,00	218,20	0,00	0,00
Sicoob	431	1105431086442	1	18/01/2021	Passeio - Nacional	50.495,00	1.253,49	0,00	0,00
Sicoob	431	1105431086443	1	18/01/2021	Pick-Up'S Pesadas (Pessoas)	106.900,00	4.636,73	0,00	0,00
Sicoob	431	1105431086444	1	18/01/2021	Pick-Up'S Leves - Nacional	42.845,00	2.702,08	0,00	0,00
Sicoob	431	1105431086445	1	18/01/2021	Passeio - Nacional	36.418,00	909,65	0,00	0,00
Sicoob	431	1105431086446	1	18/01/2021	Passeio - Nacional	41.712,00	555,02	0,00	0,00
Sicoob	431	1105431086447	1	18/01/2021	Pick-Up'S Pesadas (Pessoas)	62.924,00	1.011,76	0,00	0,00
Sicoob	431	1105431086448	1	18/01/2021	Passeio - Nacional	30.308,00	920,52	0,00	0,00
Sicoob	431	1105431086449	1	18/01/2021	Passeio - Nacional	52.152,00	2.522,90	0,00	0,00
Sicoob	431	1105431086450	1	18/01/2021	Passeio - Nacional	36.960,00	1.475,37	0,00	0,00
Sicoob	431	1105431086451	1	18/01/2021	Passeio - Nacional	64.201,00	1.474,89	0,00	0,00
Sicoob	431	1105431086452	1	18/01/2021	Passeio - Nacional	43.902,00	675,65	0,00	0,00
Sicoob	431	1105431086453	1	18/01/2021	Passeio - Nacional	27.184,00	1.489,61	0,00	0,00
Sicoob	431	1105431086454	1	18/01/2021	Passeio - Nacional	34.548,00	1.290,96	0,00	0,00
Sicoob	431	1105431086455	1	18/01/2021	Passeio - Nacional	40.250,00	1.645,55	0,00	0,00
Sicoob	431	1105431086456	1	18/01/2021	Passeio - Nacional	57.985,00	1.259,23	0,00	0,00
Sicoob	431	1105431086457	1	18/01/2021	Passeio - Nacional	32.208,00	831,00	0,00	0,00
Sicoob	431	1105431086458	1	18/01/2021	Pick-Up'S Leves - Nacional	30.296,00	771,17	0,00	0,00
Sicoob	431	1105431086459	1	18/01/2021	Passeio - Nacional	71.053,00	2.244,47	0,00	0,00
Sicoob	431	1105431086460	1	18/01/2021	Passeio - Nacional	73.586,00	1.167,62	0,00	0,00
Sicoob	431	1105431086461	1	18/01/2021	Passeio - Nacional	30.508,00	1.192,78	0,00	0,00
Sicoob	431	1105431086462	1	18/01/2021	Pick-Up'S Pesadas (Pessoas)	217.717,00	3.141,75	0,00	0,00
Sicoob	431	1105431086463	1	18/01/2021	Pick-Up'S Pesadas (Pessoas)	37.323,00	1.145,98	0,00	0,00
Sicoob	431	1105431086464	1	18/01/2021	Passeio - Nacional	21.306,00	1.246,32	0,00	0,00
Sicoob	431	1105431086465	1	18/01/2021	Passeio - Nacional	70.845,00	1.859,18	0,00	0,00
Sicoob	431	1105431086466	1	18/01/2021	Passeio - Nacional	81.423,00	1.448,01	0,00	0,00
Sicoob	431	1105431086467	1	18/01/2021	Pick-Up'S Pesadas (Pessoas)	72.425,00	1.223,59	0,00	0,00
Sicoob	431	1105431086468	1	18/01/2021	Passeio - Nacional	78.720,40	1.217,00	0,00	0,00
Sicoob	431	1105431086469	1	18/01/2021	Pick-Up'S Leves - Nacional	78.302,00	2.209,12	0,00	0,00
Sicoob	431	1105431086470	1	18/01/2021	Passeio - Nacional	36.858,00	1.262,08	0,00	0,00
Sicoob	431	1105431086471	1	19/01/2021	Passeio - Nacional	18.808,00	707,54	0,00	0,00
Sicoob	431	1105431086472	1	19/01/2021	Pick-Up'S Leves - Nacional	75.187,00	2.632,12	0,00	0,00
Sicoob	431	1105431086473	1	19/01/2021	Passeio - Nacional	70.873,00	1.350,15	0,00	0,00
Sicoob	431	1105431086474	1	19/01/2021	Passeio - Nacional	43.874,00	986,06	0,00	0,00
Sicoob	431	1105431086475	1	19/01/2021	Passeio - Nacional	62.991,00	1.486,00	0,00	0,00
Sicoob	431	1105431086476	1	19/01/2021	Passeio - Nacional	46.439,00	1.028,08	0,00	0,00
Sicoob	431	1105431086477	1	19/01/2021	Pick-Up'S Leves - Nacional	65.350,00	122,05	0,00	0,00
Sicoob	431	1105431086478	1	19/01/2021	Pick-Up'S Leves - Nacional	140.985,00	1.845,16	0,00	0,00
Sicoob	431	1105431086479	1	19/01/2021	Passeio - Nacional	25.446,00	1.094,64	0,00	0,00
Sicoob	431	1105431086480	1	19/01/2021	Passeio - Nacional	21.838,00	1.113,79	0,00	0,00
Sicoob	431	1105431086481	1	19/01/2021	Passeio - Nacional	17.554,00	836,05	0,00	0,00
Sicoob	431	1105431086482	1	19/01/2021	Passeio - Nacional	78.985,00	1.588,65	0,00	0,00
Sicoob	431	1105431086483	1	19/01/2021	Passeio - Nacional	33.674,00	911,76	0,00	0,00
Sicoob	431	1105431086484	1	19/01/2021	Passeio - Nacional	38.785,00	1.921,16	0,00	0,00
Sicoob	431	1105431086485	1	19/01/2021	Passeio - Nacional	51.556,00	1.119,13	0,00	0,00
Sicoob	431	1105431086486	1	19/01/2021	Passeio - Nacional	51.410,00	2.539,56	0,00	0,00
Sicoob	431	1105431086487	1	19/01/2021	Passeio - Nacional	36.418,00	1.809,14	0,00	0,00
Sicoob	431	1105431086488	1	19/01/2021	Passeio - Nacional	24.185,00	508,85	0,00	0,00
Sicoob	431	1105431086489	1	19/01/2021	Pick-Up'S Pesadas (Pessoas)	265.105,50	3.518,49	0,00	0,00
Sicoob	431	1105431086490	1	19/01/2021	Passeio - Nacional	65.114,00	2.446,23	0,00	0,00
Sicoob	431	1105431086491	1	19/01/2021	Passeio - Nacional	57.101,00	1.620,39	0,00	0,00
Sicoob	431	1105431086492	1	19/01/2021	Pick-Up'S Leves - Nacional	32.058,00	2.142,23	0,00	0,00
Sicoob	431	1105431086493	1	19/01/2021	Pick-Up'S Leves - Nacional	73.523,00	2.143,87	0,00	0,00
Sicoob	431	1105431086494	1	19/01/2021	Passeio - Nacional	35.481,00	1.981,06	0,00	0,00
Sicoob	431	1105431086495	1	19/01/2021	Passeio - Nacional	65.638,00	1.753,71	0,00	0,00
Sicoob	431	1105431086496	1	19/01/2021	Passeio - Nacional	29.414,00	865,06	0,00	0,00
Sicoob	431	1105431086497	1	19/01/2021	Passeio - Nacional	42.307,00	2.056,43	0,00	0,00
Sicoob	431	1105431086498	1	19/01/2021	Passeio - Nacional	52.152,00	1.230,51	0,00	0,00
Sicoob	431	1105431086499	1	19/01/2021	Passeio - Nacional	52.625,00	1.986,07	0,00	0,00
Sicoob	431	1105431086500	1	19/01/2021	Passeio - Nacional	62.202,00	1.953,72	0,00	0,00
Sicoob	431	1105431086501	1	19/01/2021	Passeio - Nacional	41.437,00	1.928,37	0,00	0,00
Sicoob	431	1105431086502	1	19/01/2021	Passeio - Nacional	54.718,00	1.254,38	0,00	0,00
Sicoob	431	1105431086503	1	19/01/2021	Pick-Up'S Pesadas (Pessoas)	39.513,00	281,04	0,00	0,00
Sicoob	431	1105431086504	1	19/01/2021	Passeio - Nacional	58.054,00	2.366,39	0,00	0,00
Sicoob	431	1105431086505	1	19/01/2021	Passeio - Nacional	74.114,00	1.227,78	0,00	0,00
Sicoob	431	1105431086506	1	19/01/2021	Passeio - Nacional	35.818,00	1.032,56	0,00	0,00
Sicoob	431	1105431086507	1	19/01/2021	Passeio - Nacional	147.387,00	4.266,75	0,00	0,00
Sicoob	431	1105431086508	1	19/01/2021	Pick-Up'S Pesadas (Pessoas)	103.592,00	3.502,23	0,00	0,00
Sicoob	431	1105431086509	1	19/01/2021	Passeio - Nacional	39.043,00	1.380,74	0,00	0,00
Sicoob	431	1105431086510	1	19/01/2021	Passeio - Nacional	53.339,00	1.194,87	0,00	0,00
Sicoob	431	1105431086511	1	19/01/2021	Pick-Up'S Pesadas (Pessoas)	105.940,00	3.828,11	0,00	0,00
Sicoob	431	1105431086512	1	19/01/2021	Passeio - Nacional	37.896,00	945,80	0,00	0,00
Sicoob	431	1105431086513	1	19/01/2021	Passeio - Nacional	61.689,00	1.156,55	0,00	0,00
Sicoob	431	1105431086514	1	19/01/2021	Passeio - Nacional	27.247,00	1.142,73	0,00	0,00
Sicoob	431	1105431086515	1	19/01/2021	Pick-Up'S Leves - Nacional	93.998,00	2.206,16	0,00	0,00
Sicoob	431	1105431086516	1	19/01/2021	Passeio - Nacional	33.413,00	1.588,20	0,00	0,00
Sicoob	431	1105431086517	1	19/01/2021	Pick-Up'S Leves - Nacional	67.444,00	1.482,51	0,00	0,00
Sicoob	431	1105431086518	1	19/01/2021	Passeio - Nacional	25.003,00	908,66	0,00	0,00
Sicoob	431	1105431086519	1	19/01/2021	Passeio - Nacional	35.679,00	953,63	0,00	0,00
Sicoob	431	1105431086520	1	19/01/2021	Passeio - Nacional	34.207,00	760,53	0,00	0,00
Sicoob	431	1105431086521	1	19/01/2021	Passeio - Nacional	108.597,00	2.076,14	0,00	0,00
Sicoob	431	1105431086522	1	19/01/2021	Passeio - Nacional	27.158,00	1.614,72	0,00	0,00
Sicoob	431	1105431086523	1	19/01/2021	Pick-Up'S Pesadas (Pessoas)	165.046,20	3.279,17	0,00	0,00
Sicoob	431	1105431086524	1	19/01/2021	Passeio - Nacional	45.201,00	1.194,71	0,00	0,00
Sicoob	431	1105431086525	1	19/01/2021	Pick-Up'S Leves - Nacional	66.057,00	2.531,52	0,00	0,00
Sicoob	431	1105431086526	1	19/01/2021	Passeio - Nacional	34.469,00	1.049,66	0,00	0,00
Sicoob	431	1105431086527	1	19/01/2021	Passeio - Nacional	47.793,80	1.480,40	0,00	0,00
Sicoob	431	1105431086528	1	19/01/2021	Passeio - Nacional	37.750,00	606,67	0,00	0,00
Sicoob	431	1105431086529	1	19/01/2021	Pick-Up'S Pesadas (Pessoas)	159.926,00	3.573,57	0,00	0,00
Sicoob	431	1105431086530	1	19/01/2021	Pick-Up'S Leves - Nacional	20.590,00	1.063,93	0,00	0,00
Sicoob	431	1105431086531	1	19/01/2021	Passeio - Nacional	48.810,00	842,55	0,00	0,00
Sicoob	431	1105431086532	1	19/01/2021	Passeio - Nacional	41.166,00	684,28	0,00	0,00
Sicoob	431	1105431086533	1	19/01/2021	Passeio - Nacional	37.718,00	1.161,58	0,00	0,00
Sicoob	431	1105431086534	1	19/01/2021	Passeio - Nacional	35.948,00	1.055,26	0,00	0,00
Sicoob	431	1105431086535	1	19/01/2021	Passeio - Nacional	27.771,00	995,62	0,00	0,00
Sicoob	431	1105431086536	1	19/01/2021	Passeio - Nacional	31.733,00	1.293,75	0,00	0,00
Sicoob	431	1105431086537	1	19/01/2021	Passeio - Nacional	21.855,00	734,53	0,00	0,00
Sicoob	431	1105431086538	1	19/01/2021	Passeio - Nacional	30.377,00	764,89	0,00	0,00
Sicoob	431	1105431086539	1	19/01/2021	Passeio - Nacional	50.105,00	1.488,29	0,00	0,00
Sicoob	431	1105431086540	1	19/01/2021	Passeio - Nacional	54.389,00	1.522,86	0,00	0,00
Sicoob	431	1105431086541	1	19/01/2021	Passeio - Nacional	123.795,00	2.650,61	0,00	0,00
Sicoob	431	1105431086542	1	19/01/2021	Pick-Up'S Leves - Nacional	52.746,75	1.039,79	0,00	0,00
Sicoob	431	1105431086543	1	19/01/2021	Passeio - Nacional	51.013,00	995,15	0,00	0,00
Sicoob	431	1105431086544	1	19/01/2021	Pick-Up'S Pesadas (Pessoas)	254.760,00	871,17	0,00	0,00
Sicoob	431	1105431086545	1	19/01/2021	Passeio - Nacional	28.097,00	1.321,62	0,00	0,00
Sicoob	431	1105431086546	1	19/01/2021	Passeio - Nacional	20.709,00	1.056,04	0,00	0,00
Sicoob	431	1105431086547	1	19/01/2021	Passeio - Nacional	75.419,00	1.111,76	0,00	0,00
Sicoob	431	1105431086548	1	19/01/2021	Pick-Up'S Pesadas (Pessoas)	130.433,00	2.066,36	0,00	0,00
Sicoob	431	1105431086549	1	19/01/2021	Pick-Up'S Pesadas (Pessoas)	100.930,50	3.432,28	0,00	0,00
Sicoob	431	1105431086550	1	19/01/2021	Passeio - Nacional	113.120,00	1.865,50	0,00	0,00
Sicoob	431	1105431086551	1	19/01/2021	Pick-Up'S Leves - Nacional	30.296,00	1.210,76	0,00	0,00
Sicoob	431	1105431086552	1	19/01/2021	Passeio - Nacional	49.020,00	75,32	0,00	0,00
Sicoob	431	1105431086553	1	19/01/2021	Passeio - Nacional	32.099,00	1.081,36	0,00	0,00
Sicoob	431	1105431086554	1	19/01/2021	Pick-Up'S Leves - Nacional	86.791,00	1.293,35	0,00	0,00
Sicoob	431	1105431086555	1	19/01/2021	Pick-Up'S Pesadas (Pessoas)	69.120,00	1.092,84	0,00	0,00
Sicoob	431	1105431086556	1	19/01/2021	Passeio - Nacional	36.608,00	1.021,20	0,00	0,00
Sicoob	431	1105431086557	1	19/01/2021	Passeio - Nacional	39.995,00	720,10	0,00	0,00
Sicoob	431	1105431086558	1	19/01/2021	Passeio - Nacional	35.382,00	1.130,59	0,00	0,00
Sicoob	431	1105431086559	1	19/01/2021	Passeio - Nacional	75.419,00	1.320,33	0,00	0,00
Sicoob	431	1105431086560	1	19/01/2021	Passeio - Estrangeiro	54.456,00	1.453,32	0,00	0,00
Sicoob	431	1105431086561	1	19/01/2021	Passeio - Nacional	29.228,00	849,39	0,00	0,00
Sicoob	431	1105431086562	1	19/01/2021	Passeio - Nacional	27.292,00	592,58	0,00	0,00
Sicoob	431	1105431086563	1	19/01/2021	Passeio - Nacional	35.382,00	1.209,00	0,00	0,00
Sicoob	431	1105431086564	1	20/01/2021	Passeio - Nacional	27.568,00	584,17	0,00	0,00
Sicoob	431	1105431086565	1	20/01/2021	Passeio - Nacional	65.448,00	2.735,09	0,00	0,00
Sicoob	431	1105431086566	1	20/01/2021	Passeio - Nacional	19.403,00	516,44	0,00	0,00
Sicoob	431	1105431086567	1	20/01/2021	Passeio - Nacional	41.633,00	1.036,69	0,00	0,00
Sicoob	431	1105431086568	1	20/01/2021	Passeio - Nacional	40.628,00	898,08	0,00	0,00
Sicoob	431	1105431086569	1	20/01/2021	Pick-Up'S Pesadas (Pessoas)	121.222,00	1.438,36	0,00	0,00
Sicoob	431	1105431086570	1	20/01/2021	Passeio - Nacional	38.458,00	862,88	0,00	0,00
Sicoob	431	1105431086571	1	20/01/2021	Passeio - Nacional	42.928,00	1.040,59	0,00	0,00
Sicoob	431	1105431086572	1	20/01/2021	Passeio - Nacional	34.242,00	669,13	0,00	0,00
Sicoob	431	1105431086573	1	20/01/2021	Pick-Up'S Pesadas (Pessoas)	131.705,00	1.237,09	0,00	0,00
Sicoob	431	1105431086574	1	20/01/2021	Passeio - Nacional	43.866,00	690,46	0,00	0,00
Sicoob	431	1105431086575	1	20/01/2021	Pick-Up'S Leves - Nacional	0,00	1.407,21	0,00	0,00
Sicoob	431	1105431086576	1	20/01/2021	Pick-Up'S Pesadas (Pessoas)	119.803,00	1.212,82	0,00	0,00
Sicoob	431	1105431086577	1	20/01/2021	Passeio - Nacional	143.981,25	1.176,74	0,00	0,00
Sicoob	431	1105431086578	1	20/01/2021	Passeio - Nacional	38.869,00	1.758,02	0,00	0,00
Sicoob	431	1105431086579	1	20/01/2021	Passeio - Nacional	33.385,00	1.765,48	0,00	0,00
Sicoob	431	1105431086580	1	20/01/2021	Passeio - Nacional	23.070,00	1.215,62	0,00	0,00
Sicoob	431	1105431086581	1	20/01/2021	Passeio - Nacional	25.209,00	1.573,14	0,00	0,00
Sicoob	431	1105431086582	1	20/01/2021	Passeio - Nacional	49.617,90	1.982,85	0,00	0,00
Sicoob	431	1105431086583	1	20/01/2021	Passeio - Nacional	18.611,00	0,03	0,00	0,00
Sicoob	431	1105431086584	1	20/01/2021	Passeio - Nacional	29.569,00	1.083,67	0,00	0,00
Sicoob	431	1105431086585	1	20/01/2021	Passeio - Nacional	48.215,00	1.989,37	0,00	0,00
Sicoob	431	1105431086586	1	20/01/2021	Pick-Up'S Pesadas (Pessoas)	69.106,00	1.326,79	0,00	0,00
Sicoob	431	1105431086587	1	20/01/2021	Pick-Up'S Leves - Nacional	54.254,00	1.720,62	0,00	0,00
Sicoob	431	1105431086588	1	20/01/2021	Passeio - Nacional	68.179,00	1.687,97	0,00	0,00
Sicoob	431	1105431086589	1	20/01/2021	Passeio - Nacional	33.123,00	1.097,37	0,00	0,00
Sicoob	431	1105431086590	1	20/01/2021	Passeio - Nacional	34.185,00	1.318,72	0,00	0,00
Sicoob	431	1105431086591	1	20/01/2021	Passeio - Nacional	39.053,00	1.370,11	0,00	0,00
Sicoob	431	1105431086592	1	20/01/2021	Pick-Up'S Leves - Nacional	83.220,00	2.389,19	0,00	0,00
Sicoob	431	1105431086593	1	20/01/2021	Passeio - Nacional	51.114,00	200,13	0,00	0,00
Sicoob	431	1105431086594	1	20/01/2021	Passeio - Nacional	47.503,00	961,53	0,00	0,00
Sicoob	431	1105431086595	1	20/01/2021	Passeio - Nacional	51.544,00	1.193,31	0,00	0,00
Sicoob	431	1105431086596	1	20/01/2021	Pick-Up'S Pesadas (Pessoas)	98.562,00	3.647,82	0,00	0,00
Sicoob	431	1105431086597	1	20/01/2021	Passeio - Nacional	20.820,00	954,32	0,00	0,00
Sicoob	431	1105431086598	1	20/01/2021	Passeio - Nacional	52.365,00	1.211,83	0,00	0,00
Sicoob	431	1105431086599	1	20/01/2021	Pick-Up'S Leves - Nacional	46.620,00	1.689,69	0,00	0,00
Sicoob	431	1105431086600	1	20/01/2021	Pick-Up'S Pesadas (Pessoas)	69.859,00	2.879,96	0,00	0,00
Sicoob	431	1105431086601	1	20/01/2021	Passeio - Nacional	24.032,00	1.640,79	0,00	0,00
Sicoob	431	1105431086602	1	20/01/2021	Passeio - Nacional	44.254,00	1.828,40	0,00	0,00
Sicoob	431	1105431086603	1	20/01/2021	Passeio - Nacional	47.356,00	197,68	0,00	0,00
Sicoob	431	1105431086604	1	20/01/2021	Passeio - Nacional	45.898,00	1.865,13	0,00	0,00
Sicoob	431	1105431086605	1	20/01/2021	Passeio - Nacional	42.063,00	1.483,19	0,00	0,00
Sicoob	431	1105431086606	1	20/01/2021	Pick-Up'S Pesadas (Pessoas)	257.373,00	8.629,82	0,00	0,00
Sicoob	431	1105431086607	1	20/01/2021	Pick-Up'S Leves - Nacional	53.747,00	2.412,23	0,00	0,00
Sicoob	431	1105431086608	1	20/01/2021	Passeio - Nacional	27.357,00	1.836,55	0,00	0,00
Sicoob	431	1105431086609	1	20/01/2021	Passeio - Nacional	69.455,00	1.653,35	0,00	0,00
Sicoob	431	1105431086610	1	20/01/2021	Passeio - Nacional	49.197,00	2.594,40	1,00	7.072,70
Sicoob	431	1105431086611	1	20/01/2021	Passeio - Nacional	35.608,00	691,15	0,00	0,00
Sicoob	431	1105431086612	1	20/01/2021	Pick-Up'S Leves - Nacional	61.293,00	2.358,32	0,00	0,00
Sicoob	431	1105431086613	1	20/01/2021	Passeio - Nacional	32.734,00	1.663,31	0,00	0,00
Sicoob	431	1105431086614	1	20/01/2021	Passeio - Nacional	82.319,00	1.454,58	0,00	0,00
Sicoob	431	1105431086615	1	20/01/2021	Passeio - Nacional	14.005,00	1.407,70	0,00	0,00
Sicoob	431	1105431086616	1	20/01/2021	Pick-Up'S Pesadas (Pessoas)	89.156,10	1.816,34	0,00	0,00
Sicoob	431	1105431086617	1	20/01/2021	Passeio - Nacional	42.307,00	1.928,64	0,00	0,00
Sicoob	431	1105431086618	1	20/01/2021	Passeio - Nacional	40.432,00	1.285,59	0,00	0,00
Sicoob	431	1105431086619	1	20/01/2021	Passeio - Nacional	42.549,00	756,07	0,00	0,00
Sicoob	431	1105431086620	1	20/01/2021	Passeio - Nacional	24.859,00	794,13	0,00	0,00
Sicoob	431	1105431086621	1	20/01/2021	Passeio - Nacional	43.782,00	913,65	0,00	0,00
Sicoob	431	1105431086622	1	20/01/2021	Passeio - Nacional	17.333,00	761,80	0,00	0,00
Sicoob	431	1105431086623	1	20/01/2021	Passeio - Nacional	30.863,00	1.207,72	0,00	0,00
Sicoob	431	1105431086624	1	20/01/2021	Passeio - Nacional	46.479,00	2.124,38	0,00	0,00
Sicoob	431	1105431086625	1	20/01/2021	Passeio - Nacional	41.163,00	1.365,69	0,00	0,00
Sicoob	431	1105431086626	1	20/01/2021	Passeio - Nacional	24.393,00	1.612,91	0,00	0,00
Sicoob	431	1105431086627	1	20/01/2021	Passeio - Nacional	27.212,00	1.159,82	0,00	0,00
Sicoob	431	1105431086628	1	20/01/2021	Passeio - Nacional	20.936,00	653,71	0,00	0,00
Sicoob	431	1105431086629	1	20/01/2021	Passeio - Nacional	41.031,00	1.321,24	0,00	0,00
Sicoob	431	1105431086630	1	20/01/2021	Passeio - Nacional	36.690,00	700,43	0,00	0,00
Sicoob	431	1105431086631	1	20/01/2021	Pick-Up'S Pesadas (Pessoas)	40.912,00	868,30	0,00	0,00
Sicoob	431	1105431086632	1	20/01/2021	Passeio - Nacional	25.314,00	720,44	0,00	0,00
Sicoob	431	1105431086633	1	20/01/2021	Passeio - Nacional	30.450,00	879,76	0,00	0,00
Sicoob	431	1105431086634	1	20/01/2021	Passeio - Nacional	32.049,00	510,79	0,00	0,00
Sicoob	431	1105431086635	1	20/01/2021	Pick-Up'S Leves - Nacional	54.896,00	370,65	0,00	0,00
Sicoob	431	1105431086636	1	20/01/2021	Passeio - Nacional	39.719,00	938,41	0,00	0,00
Sicoob	431	1105431086637	1	20/01/2021	Passeio - Nacional	19.476,00	793,51	0,00	0,00
Sicoob	431	1105431086638	1	20/01/2021	Passeio - Nacional	33.326,00	1.252,99	0,00	0,00
Sicoob	431	1105431086639	1	20/01/2021	Passeio - Nacional	26.537,00	1.411,20	0,00	0,00
Sicoob	431	1105431086640	1	20/01/2021	Pick-Up'S Leves - Nacional	52.777,00	1.791,06	0,00	0,00
Sicoob	431	1105431086641	1	20/01/2021	Passeio - Nacional	43.135,00	2.473,85	0,00	0,00
Sicoob	431	1105431086642	1	20/01/2021	Passeio - Nacional	36.945,00	905,35	0,00	0,00
Sicoob	431	1105431086643	1	20/01/2021	Pick-Up'S Leves - Nacional	103.577,00	2.385,71	0,00	0,00
Sicoob	431	1105431086644	1	20/01/2021	Pick-Up'S Leves - Nacional	68.423,00	1.565,67	0,00	0,00
Sicoob	431	1105431086645	1	20/01/2021	Passeio - Nacional	19.635,00	646,17	0,00	0,00
Sicoob	431	1105431086646	1	20/01/2021	Passeio - Nacional	52.521,00	1.383,80	0,00	0,00
Sicoob	431	1105431086647	1	20/01/2021	Passeio - Nacional	44.642,00	830,17	0,00	0,00
Sicoob	431	1105431086648	1	21/01/2021	Pick-Up'S Leves - Nacional	60.874,00	2.048,10	0,00	0,00
Sicoob	431	1105431086649	1	21/01/2021	Passeio - Nacional	32.242,00	281,05	0,00	0,00
Sicoob	431	1105431086650	1	21/01/2021	Passeio - Nacional	41.741,00	1.162,46	0,00	0,00
Sicoob	431	1105431086651	1	21/01/2021	Passeio - Nacional	30.112,00	926,44	0,00	0,00
Sicoob	431	1105431086652	1	21/01/2021	Pick-Up'S Leves - Nacional	29.940,00	1.299,23	0,00	0,00
Sicoob	431	1105431086653	1	21/01/2021	Passeio - Nacional	22.721,00	435,70	0,00	0,00
Sicoob	431	1105431086654	1	21/01/2021	Passeio - Nacional	46.216,00	938,21	0,00	0,00
Sicoob	431	1105431086655	1	21/01/2021	Passeio - Nacional	75.419,00	1.786,95	0,00	0,00
Sicoob	431	1105431086656	1	21/01/2021	Passeio - Nacional	26.231,00	966,27	0,00	0,00
